Keyword,Visibility,Visibility Difference,Yahoo! Rank,Yahoo! Previous Rank,Yahoo! Difference,Yahoo! SERP Features,Yahoo! URL Found,Bing US Rank,Bing US Previous Rank,Bing US Difference,Bing US SERP Features,Bing US URL Found,Google HOU Rank,Google HOU Previous Rank,Google HOU Difference,Google HOU SERP Features,Google HOU URL Found,Google Mobile HOU Rank,Google Mobile HOU Previous Rank,Google Mobile HOU Difference,Google Mobile HOU SERP Features,Google Mobile HOU URL Found
"Custom Doors Montgomery County, TX",77%,+6%,15,18,+3,"Local Pack (0), Images (0)",https://www.southernfront.com/,13,17,+4,"Local Pack (0), Images (0)",https://www.southernfront.com/houston/custom-wood...,2,2,0,"Local Pack (0), Images (1), Thumbnail (1), Reviews (0)",https://www.southernfront.com/houston/custom-wood-doors-the-woodlands-tx/custom-doors-the-woodlands-tx/,2,2,0,"Local Pack (0), Images (1), Thumbnail (1), Reviews (0)",https://www.southernfront.com/houston/custom-wood-doors-the-woodlands-tx/custom-doors-the-woodlands-tx/
metal glass doors houston,77%,+6%,4,12,+8,"Local Pack (0), Images (0)",https://www.southernfront.com/,10,4,-6,"Local Pack (0), Images (0), Videos (0)",https://www.southernfront.com,8,11,+3,"Local Pack (0), Images (0), Thumbnail (1), Reviews (0), Ads Top (0), Ads Bottom (0)",https://www.southernfront.com/houston/residential-steel-doors/,10,12,+2,"Local Pack (0), Images (0), Thumbnail (1), Reviews (0), Shopping (0)",https://www.southernfront.com/houston/residential-steel-doors/
custom made doors houston tx,76%,-18%,3,3,0,,https://www.southernfront.com/houston/custom-wood-doors-houston-tx/,25,4,-21,Local Pack (0),https://www.southernfront.com,3,2,-1,"Local Pack (0), Images (1), Thumbnail (1), Reviews (0)",https://www.southernfront.com/houston/custom-wood-doors-houston-tx/,2,2,0,"Local Pack (0), Images (1), Thumbnail (1), Reviews (0), Ads Bottom (0), Shopping (0)",https://www.southernfront.com/houston/custom-wood-doors-houston-tx/
houston iron door,76%,-17%,1,1,0,Images (0),https://www.southernfront.com/products/iron-doors/,26,2,-24,"Local Pack (0), Images (0)",https://www.southernfront.com,2,4,+2,"Local Pack (0), Images (1), Videos (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/products/iron-doors/,4,5,+1,"Local Pack (0), Images (1), Videos (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/products/iron-doors/
front steel door design in houston,76%,+3%,6,6,0,Images (0),https://www.southernfront.com/houston/residential-exterior-steel-doors/,3,4,+1,"Local Pack (0), Images (0)",https://www.southernfront.com/houston/residential-exterior-steel-doors,11,12,+1,"Local Pack (0), Images (0), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0), Ads Top (0), Ads Bottom (0), Shopping (0)",https://www.southernfront.com/houston/residential-exterior-steel-doors/,13,15,+2,"Local Pack (0), Images (0), Videos (0), Thumbnail (1), Reviews (0), Ads Top (0)",https://www.southernfront.com/houston/residential-exterior-steel-doors/
houston wood & glass exterior doors,75%,-16%,1,1,0,"Images (1), Videos (0)",https://www.southernfront.com/,28,10,-18,Local Pack (0),https://www.southernfront.com,2,2,0,"Local Pack (1), Images (1), Videos (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/,3,2,-1,"Local Pack (0), Images (1), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/
patio doors the woodlands tx,75%,-3%,16,7(3),-9,Local Pack (0),https://www.southernfront.com/houston/custom-wood-doors-the-woodlands-tx/,4(5),6(5),+2,"Local Pack (0), Images (1)",http://www.southernfront.com,7,8,+1,"Local Pack (0), Images (1), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0), Ads Top (0), Ads Bottom (0)",https://www.southernfront.com/houston/exterior-doors-the-woodlands-tx/,7,9,+2,"Local Pack (0), Images (1), Videos (0), Thumbnail (0), Reviews (0), People Also Ask (0), Ads Top (0), Ads Bottom (0)",https://www.southernfront.com/houston/exterior-doors-the-woodlands-tx/
door supplier houston tx,73%,-19%,6,4,-2,Local Pack (0),https://www.southernfront.com/,24,6,-18,Local Pack (0),https://www.southernfront.com,3,2,-1,"Local Pack (0), Thumbnail (1), Reviews (0), Ads Bottom (0)",https://www.southernfront.com/the-door-company-of-houston/,4,2,-2,"Local Pack (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/the-door-company-of-houston/
glass doors houston,73%,-2%,18,6,-12,"Local Pack (0), Videos (0)",https://www.southernfront.com/,1(4),13,+12,Local Pack (1),https://www.southernfront.com/,9,7,-2,"Local Pack (0), Images (0), Videos (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/custom-glass-doors-houston/,9,8,-1,"Local Pack (0), Images (0), Videos (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/custom-glass-doors-houston/
new doors installation houston,73%,+8%,9,16,+7,"Local Pack (0), News (0), Videos (0)",https://www.southernfront.com/,5,6,+1,"Local Pack (0), Videos (0)",https://www.southernfront.com,11,12,+1,"Local Pack (0), Images (0), Reviews (0), People Also Ask (0)",https://www.southernfront.com/,12,12,0,"Local Pack (0), Images (0), Thumbnail (1), Reviews (0), People Also Ask (0), Ads Top (0), Ads Bottom (0)",https://www.southernfront.com/
wrought iron & glass doors houston,73%,+2%,1,1,0,Videos (0),https://www.southernfront.com/products/iron-doors/,Not in top 30,Not in top 30,Stays out,Local Pack (0),,2,3,+1,"Local Pack (0), Images (0), Videos (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/products/iron-doors/,3,4,+1,"Local Pack (0), Images (0), Videos (0), Thumbnail (1), Reviews (0), Ads Bottom (0), Shopping (0)",https://www.southernfront.com/products/iron-doors/
wood door refinish woodland heights tx,73%,+18%,11,20,+9,Images (0),https://www.southernfront.com/houston/front-doors-the-woodlands-tx/,6,18,+12,Local Pack (0),https://www.southernfront.com/houston/front-doors-the-woodlands-tx,10,10,0,"Local Pack (0), Images (0), Reviews (0), Ads Top (0)",https://www.southernfront.com/houston/custom-wood-doors-the-woodlands-tx/custom-doors-the-woodlands-tx/,10,10,0,"Local Pack (0), Images (0), People Also Ask (0), Ads Bottom (0)",https://www.southernfront.com/houston/custom-wood-doors-the-woodlands-tx/custom-doors-the-woodlands-tx/
glass doors houston tx,73%,-12%,25,11,-14,"Local Pack (0), Images (0), Videos (0)",https://www.southernfront.com/,1(5),3,+2,"Local Pack (1), Images (0)",https://www.southernfront.com/,5,4,-1,"Local Pack (0), Images (0), Thumbnail (1), Reviews (0), Ads Top (0), Ads Bottom (0)",https://www.southernfront.com/custom-glass-doors-houston/,5,3,-2,"Local Pack (0), Images (0), Thumbnail (1), Reviews (0), Ads Bottom (0), Shopping (0)",https://www.southernfront.com/custom-glass-doors-houston/
custom glass door texas,73%,+24%,27,Not in top 30,Entered,"Local Pack (0), Videos (0)",https://www.southernfront.com/houston/custom-wood-doors-houston-tx/,2(4),Not in top 30,Entered,"Local Pack (1), Images (0)",https://www.southernfront.com/,2,1,-1,"Local Pack (0), Images (0), Videos (0), Thumbnail (1), Reviews (0), Ads Top (0), Ads Bottom (0), Shopping (0)",https://www.southernfront.com/custom-glass-doors-houston/,5,2,-3,"Local Pack (0), Images (0), Videos (0), Thumbnail (1), Reviews (0), Ads Top (0), Ads Bottom (0)",https://www.southernfront.com/custom-glass-doors-houston/
houston tx speakeasy door,72%,-8%,9,9,0,,https://www.southernfront.com/houston/houston-speakeasy-door/,27,17,-10,Images (0),https://www.southernfront.com/housto…,1,1,0,"Images (0), Videos (0), Thumbnail (1), Reviews (0), Knowledge Panel (0), People Also Ask (0), Ads Top (0), Ads Bottom (0)",https://www.southernfront.com/houston/houston-speakeasy-door/,1,1,0,"Images (0), Videos (0), Thumbnail (1), Reviews (0), Knowledge Panel (0), People Also Ask (0)",https://www.southernfront.com/houston/houston-speakeasy-door/
wrought iron & glass interior doors houston,72%,+1%,2,1,-1,Images (0),https://www.southernfront.com/products/iron-doors/,Not in top 30,Not in top 30,Stays out,Videos (0),,2,3,+1,"Local Pack (0), Images (0), Videos (0), Thumbnail (1), Reviews (0), Ads Top (0), Ads Bottom (0)",https://www.southernfront.com/products/iron-doors/wrought-iron-doors-houston/,3,4,+1,"Local Pack (0), Images (1), Videos (0), Thumbnail (1), Reviews (0), Ads Top (0), Ads Bottom (0)",https://www.southernfront.com/products/iron-doors/wrought-iron-doors-houston/
interior doors north houston tx,72%,-2%,7(5),6(6),-1,"Local Pack (0), Images (1)",https://www.southernfront.com/houston/rustic-entry-doors-houston/,4(5),5(6),+1,"Local Pack (0), Images (1)",http://www.southernfront.com,14,12,-2,"Local Pack (0), Images (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/the-door-company-of-houston/,13,12,-1,"Local Pack (0), Images (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/the-door-company-of-houston/
double door sand finishing cypress tx,72%,-6%,5,10,+5,,https://www.southernfront.com/exterior-doors-cypress-tx/,23,5,-18,,https://www.southernfront.com/entry-doors-cypress-tx,5,8,+3,"Local Pack (0), Images (0), Videos (0), Thumbnail (1), Reviews (0), Ads Bottom (0)",https://www.southernfront.com/southern-front-door-finish/,5,8,+3,"Local Pack (0), Images (1), Videos (0), Thumbnail (1), Reviews (0), Ads Top (0), Ads Bottom (0)",https://www.southernfront.com/southern-front-door-finish/
rustic exterior doors home,71%,+14%,1(2),1(4),0 (+2),"Images (1), Videos (0)",https://www.southernfront.com/houston/rustic-entry-doors-houston/,Not in top 30,Not in top 30,Stays out,"Local Pack (0), Videos (0)",,3,16(3),+13,"Images (1), Videos (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/houston/houston-rustic-exterior-doors/,4,8(4),+4,"Images (1), Videos (0), Thumbnail (1), Reviews (0), Shopping (0)",https://www.southernfront.com/houston/houston-rustic-exterior-doors/
wood and iron doors,71%,-9%,19,14,-5,"Images (0), Videos (0)",https://www.southernfront.com/products/wood-doors/,17,12,-5,"Local Pack (0), Images (0), Videos (0)",https://www.southernfront.com/products/wood-doors,1,1(1),0,"Images (1), Videos (0), Thumbnail (1), Reviews (0), Ads Top (0), Ads Bottom (0)",https://www.southernfront.com/houston/wood-doors-wrought-iron-houston/,2,1,-1,"Images (1), Videos (0), Thumbnail (1), Reviews (0), Knowledge Panel (0), Ads Top (0), Ads Bottom (0)",https://www.southernfront.com/houston/wood-doors-wrought-iron-houston/
"Custom Wood Doors Fort Bend, tx",71%,-13%,8,9,+1,"Local Pack (0), Videos (0)",https://www.southernfront.com/houston/custom-wood-doors-houston-tx/,28,11,-17,Local Pack (0),https://www.southernfront.com,1,1,0,"Local Pack (0), Images (1), Thumbnail (1), Reviews (0), Ads Bottom (0)",https://www.southernfront.com/houston/custom-wood-doors-houston-tx/,2,2,0,"Local Pack (0), Images (1), Thumbnail (0), Reviews (0), People Also Ask (0), Ads Bottom (0)",https://www.southernfront.com/houston/custom-wood-doors-houston-tx/
"wrought iron Montgomery County, TX",71%,-2%,13,12,-1,"Local Pack (0), Images (0)",https://www.southernfront.com/products/iron-doors/wrought-iron-entry-doors-the-woodlands-tx/,14,13,-1,"Local Pack (0), Images (0)",https://www.southernfront.com/produc…,6,5,-1,"Local Pack (0), Images (1), Videos (0), Reviews (0), People Also Ask (0), Ads Bottom (0)",https://www.southernfront.com/products/iron-doors/wrought-iron-entry-doors-the-woodlands-tx/,6,7,+1,"Local Pack (0), Images (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/products/iron-doors/wrought-iron-entry-doors-the-woodlands-tx/
woodlands tx double door staining ner me,71%,+13%,12,21,+9,,https://www.southernfront.com/houston/exterior-doors-the-woodlands-tx/,1(3),1(2),0 (-1),Local Pack (1),https://www.southernfront.com/,12,16,+4,"Local Pack (0), Reviews (0), Ads Top (0), Ads Bottom (0)",https://www.southernfront.com/houston/exterior-doors-the-woodlands-tx/,14,16,+2,"Local Pack (0), Reviews (0), Ads Top (0), Ads Bottom (0)",https://www.southernfront.com/houston/exterior-doors-the-woodlands-tx/
Pros and cons of fiberglass doors,71%,+13%,15,23,+8,Videos (0),https://www.southernfront.com/the-pros-and-cons-of-a-fiberglass-doors/,14,24,+10,Videos (0),https://www.southernfront.com/the-pro…,5,3,-2,"Videos (0), Reviews (0), People Also Ask (0), Ads Top (0)",https://www.southernfront.com/the-pros-and-cons-of-a-fiberglass-doors/,5,5,0,"Videos (0), Reviews (0), People Also Ask (0)",https://www.southernfront.com/the-pros-and-cons-of-a-fiberglass-doors/
front door distributors,71%,+14%,Not in top 30,26,Dropped,,,4,26,+22,,https://www.southernfront.com,2,2,0,"Local Pack (0), Images (0), Thumbnail (1), Reviews (0), People Also Ask (0), Ads Top (0), Ads Bottom (0)",https://www.southernfront.com/,2,2,0,"Local Pack (0), Images (0), Thumbnail (1), People Also Ask (0)",https://www.southernfront.com/
wood door sand finishing the woodlands tx,70%,+15%,11,12,+1,Videos (0),https://www.southernfront.com/houston/custom-wood-doors-the-woodlands-tx/,7,24,+17,Local Pack (0),https://www.southernfront.com/houston/cus…,11,10,-1,"Local Pack (0), Images (0), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0), Ads Bottom (0)",https://www.southernfront.com/houston/custom-wood-doors-the-woodlands-tx/,11,12,+1,"Local Pack (0), Images (0), Videos (0), Thumbnail (0), Reviews (0), People Also Ask (0), Ads Bottom (0)",https://www.southernfront.com/houston/custom-wood-doors-the-woodlands-tx/
refurbished front doors houston,69%,+13%,6(1),6(1),0,Images (1),https://www.southernfront.com/houston/rustic-entry-doors-houston/,2(2),14,+12,"Local Pack (1), Images (1)",https://www.southernfront.com/,15,16,+1,"Local Pack (0), Images (0), Videos (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/exterior-doors-for-sale-houston-tx/,18,21,+3,"Local Pack (0), Images (0), Videos (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/houston/entry-doors-houston/
used exterior doors for sale houston,69%,+3%,16,8,-8,,https://www.southernfront.com/houston/front-entry-door-sale-in-houston/,2(5),7,+5,Local Pack (1),https://www.southernfront.com/,11,14,+3,"Local Pack (0), Images (1), Thumbnail (1), Reviews (0), Ads Bottom (0)",https://www.southernfront.com/houston/front-entry-door-sale-in-houston/,12,16,+4,"Local Pack (0), Images (1), Thumbnail (1), Reviews (0), Shopping (0)",https://www.southernfront.com/houston/front-entry-door-sale-in-houston/
steel door baton houston tx,69%,+40%,25,10,-15,Videos (0),https://www.southernfront.com/,1(5),17,+16,"Local Pack (1), Videos (0)",https://www.southernfront.com/,7,Not in top 30,Entered,"Local Pack (0), Images (0), Thumbnail (1), Reviews (0), People Also Ask (0), Ads Top (0), Shopping (0)",https://www.southernfront.com/houston/residential-steel-doors/,8,Not in top 30,Entered,"Local Pack (0), Images (0), Thumbnail (1), Reviews (0), People Also Ask (0), Ads Bottom (0)",https://www.southernfront.com/houston/residential-steel-doors/
wood door sand finishing downtown houston tx,69%,+6%,13,9,-4,Images (0),https://www.southernfront.com/houston/,18,6(2),-12,"Local Pack (0), Images (0)",https://www.southernfront.com/houston,5,15,+10,"Featured Snippet (0), Local Pack (0), Images (0), Thumbnail (1), Reviews (0), Ads Bottom (0)",https://www.southernfront.com/southern-front-door-finish/,5,18,+13,"Local Pack (0), Images (0), Thumbnail (0), Reviews (0), Ads Bottom (0)",https://www.southernfront.com/southern-front-door-finish/
fiberglass doors pros and cons,68%,+6%,16,21,+5,Videos (0),https://www.southernfront.com/the-pros-and-cons-of-a-fiberglass-doors/,16,18,+2,"Images (0), Videos (0)",https://www.southernfront.com/the-pros-and-cons-of...,5,5,0,"Videos (0), Reviews (0), People Also Ask (0)",https://www.southernfront.com/the-pros-and-cons-of-a-fiberglass-doors/,5,5,0,"Images (0), Videos (0), Reviews (0), People Also Ask (0)",https://www.southernfront.com/the-pros-and-cons-of-a-fiberglass-doors/
houston steel doors for sale,68%,+1%,6,8,+2,,https://www.southernfront.com/products/iron-doors/,26,20,-6,Local Pack (0),https://www.southernfront.com/products/iron-doors,5,7,+2,"Local Pack (0), Images (0), Thumbnail (1), Reviews (0), Ads Top (0), Ads Bottom (0)",https://www.southernfront.com/houston/residential-steel-doors/,6,9,+3,"Local Pack (0), Images (0), Thumbnail (1), Reviews (0), Ads Top (0), Shopping (0)",https://www.southernfront.com/houston/residential-steel-doors/
wholesale doors houston,68%,-7%,7,8,+1,Local Pack (0),https://www.southernfront.com/your-one-stop-shop-for-wholesale-doors/,13,7,-6,Local Pack (0),https://www.southernfront.com/your-one-stop-shop...,10,10,0,"Local Pack (0), Images (0), SiteLinks (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/,12,9,-3,"Local Pack (0), Images (0), Thumbnail (1)",https://www.southernfront.com/
wood door refurbish the woodlands tx,68%,+9%,15,18,+3,Videos (0),https://www.southernfront.com/products/wood-doors/wood-doors-the-woodlands-tx/,12,19,+7,Local Pack (0),https://www.southernfront.com/products/wood-doors/...,7,8,+1,"Local Pack (0), Images (0), Thumbnail (1), Reviews (0), People Also Ask (0), Ads Bottom (0)",https://www.southernfront.com/products/wood-doors/wood-doors-the-woodlands-tx/,8,8,0,"Local Pack (0), Images (0), Thumbnail (0), Reviews (0), Ads Bottom (0)",https://www.southernfront.com/products/wood-doors/wood-doors-the-woodlands-tx/
iron door warehouse,68%,+3%,11,13,+2,Videos (0),https://www.southernfront.com/,3,15,+12,Local Pack (0),https://www.southernfront.com/products/iro…,13,8,-5,"Local Pack (0), Images (0), Thumbnail (1), Reviews (0), Ads Top (0), Ads Bottom (0)",https://www.southernfront.com/products/iron-doors/wrought-iron-doors-houston/,15,9,-6,"Local Pack (0), Images (0), Thumbnail (1), Reviews (0), People Also Ask (0), Ads Top (0), Shopping (0)",https://www.southernfront.com/products/iron-doors/wrought-iron-doors-houston/
custom mahogany doors,67%,+45%,Not in top 30,Not in top 30,Stays out,"Images (0), Videos (0)",,4(4),Not in top 30,Entered,"Local Pack (1), Images (0)",https://www.southernfront.com/,7,18,+11,"Local Pack (0), Videos (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/houston/mahogany-front-doors/,2,18,+16,"Local Pack (0), Images (0), Videos (0), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/houston/mahogany-exterior-doors-houston/
wood door staining woodland heights tx,67%,+13%,10,13,+3,Images (0),https://www.southernfront.com/houston/front-doors-the-woodlands-tx/,7,Not in top 30,Entered,Images (0),https://www.southernfront.com/houston/exterior-doors-the-woodlands-tx,14,8,-6,"Local Pack (0), Images (0), Videos (0), Reviews (0), People Also Ask (0)",https://www.southernfront.com/houston/custom-wood-doors-the-woodlands-tx/custom-doors-the-woodlands-tx/,13,7,-6,"Local Pack (0), Images (0), Videos (0), Thumbnail (0), Reviews (0), People Also Ask (0)",https://www.southernfront.com/houston/custom-wood-doors-the-woodlands-tx/custom-doors-the-woodlands-tx/
glass door in houston,67%,-22%,Not in top 30,9,Dropped,"Local Pack (0), Images (0), Videos (0)",,1(3),1(1),0 (-2),"Local Pack (1), Images (0)",https://www.southernfront.com/,6,4,-2,"Local Pack (0), Images (0), Reviews (0)",https://www.southernfront.com/custom-glass-doors-houston/,6,4,-2,"Local Pack (0), Images (0), Thumbnail (0), Reviews (0), Ads Top (0), Ads Bottom (0), Shopping (0)",https://www.southernfront.com/custom-glass-doors-houston/
front door repair houston,65%,+24%,6,12,+6,Local Pack (0),https://www.southernfront.com/,4,Not in top 30,Entered,Local Pack (0),https://www.southernfront.com,18,16,-2,"Local Pack (0), Images (0), Reviews (0)",https://www.southernfront.com/,18,16,-2,"Local Pack (0), Images (0), Reviews (0), People Also Ask (0)",https://www.southernfront.com/
houston tx steel door,65%,-12%,19,8,-11,"Local Pack (0), Images (0)",https://www.southernfront.com/products/iron-doors/,17,9,-8,Local Pack (0),https://www.southernfront.com/products/iron-doors,5,7,+2,"Local Pack (0), Images (0), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/houston/residential-steel-doors/,5,8,+3,"Local Pack (0), Images (0), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0), Shopping (0)",https://www.southernfront.com/houston/residential-steel-doors/
"door installation Fort Bend, tx",65%,-9%,5,17,+12,"Local Pack (0), Videos (0)",https://www.southernfront.com/products/,28,1(5),-27,"Local Pack (0), Videos (0)",https://www.southernfront.com/houston/front-doors-the-woodlands-tx,7,8,+1,"Local Pack (0), Images (0), Videos (0), Thumbnail (0), Reviews (0), Ads Top (0), Ads Bottom (0)",https://www.southernfront.com/,6,9,+3,"Local Pack (0), Images (0), Videos (0), Thumbnail (1)",https://www.southernfront.com/
sliding doors the woodlands tx,65%,+1%,12,13,+1,"Local Pack (0), Images (0)",https://www.southernfront.com/houston/custom-wood-doors-the-woodlands-tx/,4(5),12,+8,"Local Pack (0), Images (1)",http://www.southernfront.com,15,11,-4,"Local Pack (0), Images (0), Videos (0), Thumbnail (1), Reviews (0), Ads Top (0), Ads Bottom (0)",https://www.southernfront.com/houston/custom-wood-doors-the-woodlands-tx/,15,11,-4,"Local Pack (0), Images (0), Videos (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/houston/custom-wood-doors-the-woodlands-tx/
cheap exterior glass doors houston,63%,-22%,21,8(5),-13,"Local Pack (0), Images (0)",https://www.southernfront.com/houston/entry-doors-houston/,18,6,-12,"Local Pack (0), Images (0)",https://www.southernfront.com/houston/entry-doors-houston,5,4,-1,"Local Pack (0), Images (0), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/,5,5,0,"Local Pack (0), Images (0), Videos (0), Thumbnail (1)",https://www.southernfront.com/
double door staining the woodlands tx,63%,-1%,9,7,-2,Videos (0),https://www.southernfront.com/houston/exterior-doors-the-woodlands-tx/,1(2),1(4),0 (+2),"Local Pack (1), Videos (0)",https://www.southernfront.com/,20,20,0,"Local Pack (0), Images (1), Videos (0), Reviews (0), People Also Ask (0), Ads Top (0), Ads Bottom (0)",https://www.southernfront.com/houston/exterior-doors-the-woodlands-tx/,19,20,+1,"Local Pack (0), Images (1), Videos (0), Reviews (0), Ads Top (0), Ads Bottom (0)",https://www.southernfront.com/houston/exterior-doors-the-woodlands-tx/
exterior doors replacement memorial tx,63%,-3%,4,17,+13,"Images (0), Videos (0)",https://www.southernfront.com/,Not in top 30,16,Dropped,"Local Pack (0), Images (0)",,7,6,-1,"Local Pack (0), Images (0), Thumbnail (1), Reviews (0), People Also Ask (0), Ads Top (0)",https://www.southernfront.com/,7,6,-1,"Local Pack (0), Images (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/
discount exterior doors houston,62%,-2%,Not in top 30,Not in top 30,Stays out,Local Pack (0),,4(3),5(2),+1,"Local Pack (0), Images (1)",http://www.southernfront.com,8,6,-2,"Local Pack (0), Images (0), Videos (0), SiteLinks (0), Thumbnail (1), Reviews (0), Ads Top (0), Ads Bottom (0)",https://www.southernfront.com/exterior-doors-for-sale-houston-tx/,7,6,-1,"Local Pack (0), Images (0), Videos (0), SiteLinks (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/exterior-doors-for-sale-houston-tx/
wood door staining westchase tx,62%,+22%,Not in top 30,Not in top 30,Stays out,,,1(2),Not in top 30,Entered,Local Pack (1),https://www.southernfront.com/,9,6,-3,"Local Pack (0), Images (0), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0), Ads Bottom (0)",https://www.southernfront.com/about/,9,8,-1,"Local Pack (0), Images (0), Videos (0), Thumbnail (0), Reviews (0), People Also Ask (0), Ads Bottom (0)",https://www.southernfront.com/about/
cheap doors houston,61%,-13%,8,9,+1,Local Pack (0),https://www.southernfront.com/,27,10,-17,Local Pack (0),https://www.southernfront.com/houston/entry-doors-houston,8,6,-2,"Local Pack (0), Images (0), Videos (0), SiteLinks (0), Thumbnail (1), Reviews (0), Ads Bottom (0), Shopping (0)",https://www.southernfront.com/,8,10,+2,"Local Pack (0), Images (0), Videos (0), SiteLinks (0), Thumbnail (1), Reviews (0), Ads Top (0)",https://www.southernfront.com/
houston glass doors,61%,+3%,21,9,-12,"Local Pack (0), Images (0), Videos (0)",https://www.southernfront.com/products/wood-doors/,1(3),Not in top 30,Entered,"Local Pack (1), Images (0), Videos (0)",https://www.southernfront.com/,10,7,-3,"Local Pack (0), Images (0), Thumbnail (1), Reviews (0), Ads Bottom (0)",https://www.southernfront.com/custom-glass-doors-houston/,19,7,-12,"Local Pack (0), Images (0), Videos (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/custom-glass-doors-houston/
texas style front doors,61%,+17%,7,1(3),-6,"Images (0), Videos (0)",https://www.southernfront.com/,2(2),Not in top 30,Entered,"Local Pack (1), Videos (0)",https://www.southernfront.com/,21,20,-1,"Images (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/houston/houston-texas-front-entry-door/,21,19,-2,"Images (0), Thumbnail (1), Reviews (0), Ads Top (0)",https://www.southernfront.com/houston/houston-texas-front-entry-door/
door installation the woodlands tx,60%,+20%,11,Not in top 30,Entered,Local Pack (0),https://www.southernfront.com/houston/front-doors-the-woodlands-tx/,Not in top 30,Not in top 30,Stays out,Local Pack (0),,5,7,+2,"Local Pack (0), Images (0), Thumbnail (1), Reviews (0), Ads Bottom (0)",https://www.southernfront.com/houston/exterior-doors-the-woodlands-tx/,5,7,+2,"Local Pack (0), Images (0), Thumbnail (0), Reviews (0)",https://www.southernfront.com/houston/exterior-doors-the-woodlands-tx/
custom front doors,60%,+11%,22,Not in top 30,Entered,"Local Pack (0), Images (0), Videos (0)",https://www.southernfront.com/houston/custom-wood-doors-houston-tx/,27,Not in top 30,Entered,"Local Pack (0), Images (0)",https://www.southernfront.com/houston/custom-wood...,1,1,0,"Videos (0), Thumbnail (1), Reviews (0), Ads Bottom (0)",https://www.southernfront.com/houston/custom-wood-doors-houston-tx/,2,2,0,"Local Pack (0), Images (1), Videos (0), Videos (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/houston/custom-wood-doors-houston-tx/
entry door glass inserts suppliers texas,59%,-12%,Not in top 30,Not in top 30,Stays out,Local Pack (0),,1(1),1(1),0,Local Pack (1),https://www.southernfront.com/,10,5(1),-5,"Local Pack (1), Images (0), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/,11,1(2),-10,"Images (0), Videos (0), Thumbnail (1), Reviews (0), Knowledge Panel (1), People Also Ask (0), Ads Bottom (0)",https://www.southernfront.com/
the door store houston,59%,-7%,18,14,-4,Images (0),https://www.southernfront.com/,16,14,-2,,https://www.southernfront.com,8,9,+1,"Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/the-door-company-of-houston/,11,8,-3,"Images (0), Thumbnail (0), Reviews (0), Knowledge Panel (0), People Also Ask (0), Ads Top (0)",https://www.southernfront.com/the-door-company-of-houston/
new doors installation woodlands tx,58%,+23%,10,Not in top 30,Entered,"Local Pack (0), Videos (0)",https://www.southernfront.com/houston/front-doors-the-woodlands-tx/,30,28,-2,"Local Pack (0), Videos (0)",https://www.southernfront.com/front-iron-door-the-woodlands-tx,7,12,+5,"Local Pack (0), Images (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/houston/exterior-doors-the-woodlands-tx/,8,12,+4,"Local Pack (0), Images (0), Thumbnail (0), Reviews (0)",https://www.southernfront.com/houston/exterior-doors-the-woodlands-tx/
fort bend tx front door repair,58%,-28%,12,5,-7,Local Pack (0),https://www.southernfront.com/houston/double-entry-doors/,Not in top 30,4,Dropped,Local Pack (0),,6,5,-1,"Local Pack (0), Images (1), Videos (0), Thumbnail (1), Reviews (0), Ads Top (0), Ads Bottom (0)",https://www.southernfront.com/,5,6,+1,"Local Pack (0), Images (1), Videos (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/
